500,100000
318,34,6071
224,172,14972
264,456,27721
95,398,31523
88,136,12973
392,164,7152
332,307,11530
381,452,26493
356,10,14628
79,469,1192
48,257,22762
26,175,29216
273,233,18299
326,499,19863
376,200,8020
481,464,1848
1,204,16805
12,225,4653
7,71,22533
227,44,18787
240,100,16629
354,11,11211
303,361,19704
289,98,21958
125,239,13608
121,135,17795
473,49,30096
224,454,5743
78,99,1203
344,133,1044
414,3,3847
9,468,16109
421,321,14414
168,400,32292
201,193,15894
114,341,20270
479,65,32192
256,251,191
469,153,9700
40,235,14488
124,283,3564
203,429,23567
226,1,8244
113,200,361
424,240,27677
405,252,7543
214,456,14750
95,44,19406
240,500,22593
435,76,8975
210,223,25020
239,175,15221
106,306,14076
135,210,13113
399,336,29664
405,279,30587
175,88,26161
308,426,29563
249,128,26547
369,339,9957
277,145,9366
19,465,13632
160,436,19944
422,259,13542
405,419,25592
26,44,9589
145,1,16688
64,240,24417
415,207,30632
221,411,614
398,402,1769
68,477,26095
263,331,19680
331,381,7571
251,254,26085
223,460,805
284,434,8387
326,86,76
325,215,22901
498,401,15857
347,18,6367
219,165,30504
384,259,22307
299,423,17433
91,299,3939
371,65,22584
46,135,14791
324,269,12641
68,215,22769
285,454,28398
253,242,18345
56,498,11228
69,264,30224
481,74,617
74,447,23391
389,14,10694
383,460,22672
237,463,12391
413,440,17733
37,317,1992
298,2,8119
199,84,16978
373,4,19839
297,160,6347
378,58,32192
181,412,17945
227,371,15352
4,274,15991
321,133,18901
378,246,882
180,407,31721
277,245,26701
279,206,26649
481,404,4754
153,470,1542
145,98,28933
131,384,16632
182,474,22315
38,492,14311
352,343,30249
304,25,21426
185,58,7078
344,397,17588
223,310,1521
60,441,12325
255,120,18594
407,350,11028
421,274,16225
12,270,25563
330,325,29868
95,373,23639
425,368,16545
1,94,9811
488,140,18495
341,10,225
495,304,32668
58,376,20627
298,471,29182
204,499,1497
269,145,26843
302,444,27629
402,254,10031
245,227,24594
117,391,24739
335,318,25617
207,201,27771
64,11,12345
220,230,588
447,428,10323
68,464,8931
241,53,13375
484,390,14820
355,386,18493
419,464,5382
102,476,12809
209,174,5124
378,222,22359
218,473,145
81,284,18262
333,306,24560
114,473,9269
195,493,22533
169,211,19184
255,440,32757
165,265,3778
165,434,14512
12,256,11030
251,485,1023
133,464,2507
94,142,20709
105,204,29991
331,312,27257
222,43,5071
223,186,12926
379,57,29331
283,62,9065
49,58,13060
281,53,19860
352,256,1791
244,265,12747
400,276,16556
94,35,3964
339,103,15286
373,10,1836
77,246,3993
423,451,25092
411,304,9303
204,405,30090
429,229,14846
315,413,1774
2,149,2236
161,236,21355
30,160,8824
153,227,2988
144,167,40
320,467,11836
401,255,29788
37,276,20829
332,23,27061
411,466,9963
168,473,12098
425,470,25864
32,479,28155
160,130,21703
239,64,2513
358,33,9239
72,62,30212
477,5,19094
320,106,14284
404,168,26902
257,28,17264
446,325,6647
5,294,24412
59,132,15532
282,69,5603
380,432,28922
478,192,18848
14,198,18137
187,62,2487
463,169,11773
359,33,6770
438,108,31857
384,140,7134
499,121,1481
415,331,7034
15,255,17624
493,436,32536
50,191,6125
93,488,26232
397,404,5119
19,119,11862
349,441,3417
114,125,31438
406,38,13470
250,271,26733
406,37,7485
483,125,2636
74,371,16050
230,5,254
421,355,5155
97,50,2367
108,25,30265
446,361,12964
231,43,14667
479,36,19899
479,477,3628
364,444,24159
155,345,11846
150,380,18984
448,157,3005
77,456,25664
489,136,9429
47,302,12042
158,43,17874
452,89,341
468,481,1795
117,394,21
498,310,15553
113,359,24279
55,437,28032
93,216,26736
253,370,17996
410,451,16017
460,296,64
7,83,23112
326,166,18911
255,470,28819
356,243,7508
86,140,17816
52,128,2311
465,215,32280
96,286,23850
238,256,3608
342,53,9472
248,105,5863
245,308,21916
221,356,30488
189,122,14551
217,71,14568
163,110,14714
409,240,26516
477,390,30370
454,124,26827
110,146,15192
235,300,4125
17,278,21625
12,176,11228
332,32,13130
483,381,2091
447,67,21831
69,45,20537
263,490,6679
82,291,7880
182,313,5795
311,163,18080
301,39,8383
51,268,12410
59,166,20720
363,402,28541
240,450,8239
88,224,11889
419,7,9656
242,312,10030
408,114,23875
65,277,17137
83,100,22596
323,290,7577
385,218,23804
242,331,16129
253,208,19583
117,328,17648
110,189,17666
213,274,15700
283,362,26635
402,347,25538
466,42,1115
117,135,9846
119,209,12708
40,291,5701
113,445,16493
361,45,571
2,378,19125
291,178,19170
155,375,16945
483,418,16996
303,188,7992
300,404,1537
436,219,24505
197,381,29331
78,105,26578
468,148,30998
248,181,7652
186,201,31089
104,127,23086
437,58,14572
104,154,1631
364,234,22301
162,308,9114
17,109,7984
496,168,28126
289,339,3286
306,318,2527
363,383,9024
370,108,9884
222,268,6636
485,425,20068
134,350,13877
216,325,23312
319,114,22943
165,15,20738
205,70,24795
312,210,27434
457,402,11693
265,484,16213
294,383,13613
302,79,29056
130,397,25699
214,238,23882
107,28,8710
265,104,2413
188,424,32046
84,55,31070
496,433,31154
94,500,6580
248,311,13872
100,359,5155
185,375,28908
71,462,7720
291,77,2056
425,10,25025
465,14,18123
68,83,453
201,435,29923
8,500,946
101,112,32242
424,382,9999
256,165,30403
433,401,30393
263,174,4855
473,160,15019
275,151,6414
389,107,28963
169,422,23571
359,132,11323
425,159,2393
490,236,11586
211,181,32266
63,205,27006
125,464,24423
89,122,26622
297,423,20570
247,318,12273
430,493,18467
16,261,29526
214,37,8655
172,311,25089
139,388,14243
215,412,22630
423,216,30233
230,71,1282
458,342,23139
180,177,13206
14,105,24540
40,234,135
308,177,32039
291,175,8452
247,482,7411
386,425,31933
83,477,18336
180,430,7257
263,119,18996
423,67,31715
175,372,23648
172,251,13033
415,475,27269
357,155,11273
286,488,2559
140,198,25617
136,98,3359
319,268,27916
60,115,31118
41,109,19405
115,379,7968
27,451,18129
125,10,1596
278,495,29592
476,12,13399
470,305,19392
332,243,10822
338,227,25992
171,64,21323
21,37,9092
248,428,11555
85,353,23977
313,469,4236
106,327,14848
106,323,32496
408,238,13721
471,394,1342
370,313,20116
415,396,27929
323,384,26212
381,295,27874
464,397,24465
54,169,7240
163,271,15521
361,246,30310
11,332,11768
304,396,29586
325,183,6860
295,37,5231
32,465,21882
102,66,25824
10,293,26086
420,173,22757
34,362,13484
427,322,16026
288,48,30794
256,309,10176
449,378,8586
471,252,29338
416,64,14034
441,453,19729
253,394,9774
91,428,32335
196,44,9258
425,452,16979
143,82,16849
187,30,24624
119,478,3699
347,172,12018
34,331,27138
309,299,18019
307,214,13083
45,31,28700
228,127,18468
190,436,25261
154,479,29947
25,62,13255
290,143,28461
378,66,3997
32,333,178
317,30,29442
360,64,1436
199,122,13043
328,291,31552
320,254,22400
380,92,8123
327,298,2390
361,178,11471
125,34,21799
442,315,31640
230,329,4484
312,212,14161
223,381,6546
158,383,21302
102,305,805
118,24,27298
200,92,5682
90,271,32249
178,230,19742
151,194,30933
61,252,9816
142,302,24850
102,22,21051
52,328,9885
311,476,14700
434,1,6662
19,456,22317
58,141,9289
184,369,16477
154,334,1102
430,293,15130
170,480,9987
4,236,21576
386,77,13615
285,48,14180
408,80,15940
440,472,619
352,479,2522
243,408,12989
157,31,8602
280,133,26955
103,206,9158
478,285,29547
329,12,29342
156,194,4899
59,412,28493
172,416,15575
189,61,12079
29,145,14736
431,124,4229
382,75,9308
289,184,20467
437,268,24186
334,162,21088
491,269,10573
129,73,20239
6,227,26181
478,249,29703
360,404,23623
383,67,4901
452,185,7992
213,422,28786
343,12,8632
233,332,31374
161,39,25133
108,39,7244
26,48,23471
474,279,729
235,87,14458
237,461,13829
225,119,1766
73,142,18562
403,333,13086
123,62,17463
31,480,5900
37,490,23286
158,79,24367
353,162,24125
409,137,7767
166,145,8391
288,405,899
372,320,15121
500,45,3146
40,110,18476
123,392,5020
173,48,8806
421,488,4034
122,324,32699
211,443,985
319,475,7174
102,324,26695
333,46,29545
228,78,27354
24,323,31085
43,269,12944
130,387,18881
316,134,7219
458,164,5541
477,197,31831
285,421,7523
451,101,10325
132,282,26467
365,473,11102
102,344,11968
151,207,28089
461,312,16739
340,135,961
373,217,18963
435,293,10061
440,8,23808
370,216,22909
113,234,7586
462,461,9251
53,213,2838
229,20,14657
13,347,31798
443,261,5207
143,85,10012
445,260,5235
208,129,18392
312,36,5952
159,299,10364
64,331,15493
66,175,205
493,415,30427
465,181,28213
262,285,14714
458,435,13523
303,333,15475
396,345,8371
390,388,18355
325,95,19100
496,453,2709
419,146,17902
6,140,2302
103,400,25994
107,274,26674
217,232,25537
94,260,13536
221,81,23980
240,351,26902
208,60,19596
390,114,21537
427,179,2041
230,116,24456
22,233,29196
36,172,21400
336,463,19147
229,385,834
253,290,23161
37,71,31288
126,77,15005
127,135,14739
497,385,5088
303,65,3675
226,133,15112
1,164,27345
470,31,16835
281,418,13902
180,499,24571
112,431,4356
58,322,8430
104,295,15240
374,432,18915
101,232,10416
426,18,31733
382,37,14821
39,444,12631
373,473,5447
125,94,7180
90,85,14101
174,240,6605
316,261,6498
357,267,8836
372,422,18202
123,31,17967
124,270,32162
161,133,7048
343,177,5661
336,261,31801
141,157,2955
51,313,12754
420,484,2630
83,120,17081
404,31,10878
190,324,28870
24,68,6856
162,482,17233
107,330,24803
437,279,13521
304,55,17968
137,243,24685
75,13,21147
420,30,26111
452,207,13290
360,425,15233
422,165,26788
281,410,22747
330,90,19731
417,152,10119
101,264,3597
288,67,29067
141,166,22662
245,201,17336
472,292,11804
186,26,25899
478,386,26144
450,415,14985
176,40,24510
207,270,13673
490,150,5462
250,48,24808
278,389,27182
3,314,16993
448,260,761
174,30,12727
182,440,3817
394,451,3770
37,280,27208
309,213,24969
67,294,17617
19,394,4609
381,26,17718
178,62,1691
163,213,20639
165,281,13636
412,62,30717
224,413,4373
382,233,26253
95,485,22002
253,363,21475
345,104,3969
90,226,16707
67,47,27378
249,287,32074
381,145,31627
154,124,23042
214,287,10241
324,150,253
48,364,2810
219,51,11792
322,192,15184
28,269,9401
130,28,16622
271,193,15715
334,266,349
191,361,16122
449,446,15195
245,396,11920
121,229,19217
246,168,8711
68,383,30917
232,273,17397
478,411,4635
194,96,26176
463,400,4669
228,26,3621
296,432,14219
187,78,8102
78,34,9628
213,382,1939
98,28,10418
430,94,19115
438,27,27645
61,470,1410
33,321,1592
15,152,31802
462,435,14463
181,178,10796
191,66,10621
278,416,8457
13,291,23356
131,411,17456
238,439,9269
202,110,22558
80,36,9348
383,120,18241
398,30,5694
412,35,13471
99,42,1117
6,347,18956
108,26,30148
314,452,29406
272,107,575
386,24,13673
4,466,9624
248,133,27812
79,494,2316
416,475,4293
360,256,30156
465,269,22717
23,188,17229
259,386,6095
193,404,27282
377,309,8643
493,233,947
314,245,1377
85,338,25941
194,337,24623
3,403,30157
264,286,16304
279,191,3096
213,450,17308
231,423,4869
402,327,20919
479,247,2831
375,388,30557
233,376,6112
37,171,24032
418,207,3196
380,54,20034
329,73,30070
117,304,30196
113,138,715
54,333,16806
85,201,31534
93,459,16811
431,13,1225
27,403,28134
2,224,28952
324,356,18418
422,18,8822
306,258,29581
434,291,10237
52,192,29250
410,347,1562
249,94,10655
424,157,20827
248,113,2974
35,394,18862
122,317,16385
471,312,6299
392,44,18570
90,236,30038
54,263,13144
79,497,18376
100,362,21976
491,31,32729
334,125,4089
67,354,18597
481,258,2742
389,97,5982
193,30,5647
196,77,25612
380,421,2556
88,368,11881
36,2,11021
302,132,23433
191,385,24242
13,467,2324
453,187,17495
473,192,14646
118,382,24544
281,43,18065
496,352,14123
290,11,29145
226,47,26521
24,95,8927
112,422,19245
260,69,10999
75,351,1666
83,222,29267
197,250,9004
428,118,29322
155,190,18870
124,459,11280
263,161,13656
457,485,29316
6,396,7368
319,254,29390
382,63,28099
458,130,16108
305,408,23261
72,29,18120
200,446,30057
73,433,18354
311,309,28771
83,392,17483
397,153,19089
389,330,5389
54,103,19810
470,141,9647
135,381,23349
253,422,3606
283,466,17156
168,493,30101
45,495,2225
118,480,9637
113,238,6243
96,277,28002
12,121,176
498,355,2411
86,337,25234
10,489,15355
147,386,5970
314,101,12113
319,241,27629
40,223,12482
22,191,3745
130,27,23823
293,330,13988
248,383,1744
328,448,30518
430,370,1551
245,239,28798
71,304,6351
170,167,20350
43,487,24969
189,257,105
437,30,32311
294,58,9996
448,489,24256
318,436,29756
86,451,9544
395,113,6770
93,407,18633
235,207,108
196,486,26697
242,369,32470
368,361,20618
147,137,5940
329,468,13386
496,251,16760
63,126,7026
277,209,31498
377,157,10172
476,190,32057
150,43,3515
95,223,14912
64,476,5966
33,499,18282
11,431,16609
30,175,32761
388,98,5385
222,494,16345
19,101,25185
315,104,26190
183,58,21934
8,24,12313
440,461,30390
356,16,13761
49,420,4175
167,86,17936
141,456,15504
124,22,15841
221,346,13356
171,58,13766
45,165,11351
259,229,13118
425,50,4303
52,244,20076
127,340,20447
88,236,16015
277,170,19562
444,271,20139
195,283,28268
364,357,10529
20,325,20451
71,418,19915
164,32,1298
123,277,24606
425,116,15442
126,366,23653
186,142,22697
407,304,22290
186,352,25646
448,107,9884
298,333,115
294,2,31906
368,253,30025
26,276,6076
470,306,8951
391,225,25687
68,187,22840
390,485,2143
360,2,9880
320,196,26805
368,294,11280
484,287,2200
42,496,28397
413,201,649
153,88,5987
481,397,15929
216,266,24060
217,388,4609
334,277,22262
498,13,30839
194,171,22827
465,57,1674
403,342,5500
223,292,19292
176,303,2087
400,269,12164
161,131,26513
284,241,18845
263,397,7610
363,486,25115
243,317,17731
92,7,18585
442,103,193
167,305,8123
231,368,24287
192,487,25531
398,74,31959
490,292,8446
400,243,23358
222,342,8967
223,392,32001
150,459,15422
358,269,1003
332,172,23617
388,426,16461
401,90,11712
58,293,20896
392,154,13843
296,23,5169
118,204,16386
168,62,15427
358,291,2176
352,90,14627
334,257,32580
81,260,23331
226,415,18056
61,230,19833
283,314,17492
334,157,20851
227,68,23836
293,375,23170
368,22,8862
261,89,17158
312,429,13123
97,487,24548
441,59,1394
435,190,19787
209,148,14221
257,326,31031
28,358,2199
65,415,16524
181,222,9912
226,215,31203
97,32,22545
479,218,5474
193,381,30624
447,115,6966
179,164,5927
74,252,25551
310,344,9764
437,374,15570
155,276,20889
356,370,22270
359,291,30701
408,89,23201
348,52,7802
407,208,28749
80,420,28638
193,433,114
289,306,31874
214,72,17289
329,439,9516
251,123,20809
105,244,3857
466,168,25102
40,473,23097
266,13,4328
63,485,21006
280,312,30453
374,94,24594
440,470,28287
170,1,31961
289,263,13993
208,318,25546
68,285,32685
32,56,27214
350,94,27561
479,192,8851
177,147,5679
384,224,28848
150,413,14114
41,36,15846
6,443,3395
479,73,2106
57,23,10183
4,62,30743
114,60,18577
386,9,2293
251,436,8414
389,133,29507
63,96,10378
194,102,13568
144,332,21559
183,173,9151
174,350,2301
354,153,11803
158,163,27754
110,52,11197
441,72,9722
397,472,8826
341,23,25428
84,475,3136
216,147,747
342,484,15559
211,243,16595
233,62,22337
267,158,12271
245,189,9080
14,375,15808
9,185,20257
203,324,2425
216,159,4947
155,99,1837
418,385,8018
200,345,20009
70,277,24894
380,473,7648
167,491,6721
306,35,9962
199,391,28490
169,162,3598
29,147,10373
119,321,32076
29,93,24834
90,81,31579
45,88,21837
32,17,15395
302,437,6896
85,246,15634
313,70,9223
494,333,22112
142,362,22897
26,252,1697
198,80,6989
447,390,12334
414,287,27321
146,369,22615
330,80,12564
1,104,18000
329,108,22569
269,1,13408
50,476,1046
498,194,12218
267,294,27930
3,162,12350
211,314,10231
369,108,31654
142,237,15038
298,176,22706
331,37,764
395,58,27985
311,399,20146
259,2,21710
448,490,4121
311,271,12236
362,104,18831
351,350,25418
36,271,6206
240,227,10082
230,137,15444
66,486,6239
30,233,28176
56,296,19679
283,156,5522
21,112,15426
32,162,17799
210,245,31851
176,419,9818
260,162,20067
160,215,4856
51,371,18334
173,147,20653
407,321,19855
246,300,8908
229,161,18182
85,247,1513
241,363,30768
271,247,5595
46,31,31052
313,56,25777
475,130,18828
152,438,25940
441,411,2747
299,448,13772
73,445,636
475,102,24157
413,313,17456
94,394,12804
389,28,29425
387,218,12789
311,238,27949
246,343,31019
322,280,31660
13,429,5671
223,458,23614
379,385,10349
380,120,17465
393,314,25712
361,375,20879
43,214,7128
38,52,24877
31,366,24945
35,15,30670
27,220,10024
63,183,26272
94,272,6615
457,195,10046
117,5,20951
261,345,8940
325,15,138
17,275,18204
180,205,25188
54,203,32166
369,248,22862
434,247,6870
135,116,19177
44,202,26959
226,389,22574
188,243,25811
341,460,28015
156,246,19624
338,192,13054
173,267,19184
160,110,10384
477,450,3086
85,158,16958
162,173,1441
369,43,19561
264,279,16435
309,27,29423
210,72,750
152,422,32113
337,284,8948
355,402,30108
186,498,46
328,236,19883
495,141,30642
331,389,3240
357,207,22535
312,94,21262
48,311,15861
285,437,1497
207,411,16549
346,469,26417
84,53,2622
260,272,11045
322,67,30266
419,237,31802
463,440,8491
251,130,14012
9,130,4573
64,114,18286
497,22,30144
217,125,5410
89,484,2718
338,75,5460
494,63,22646
492,377,26019
184,99,28936
287,500,25480
417,116,26687
279,374,27087
200,378,31334
127,309,9488
173,62,25230
48,186,24520
282,13,19890
35,336,29221
140,338,26480
200,444,19105
389,446,17272
361,461,7167
320,4,29443
365,400,29258
177,27,30700
33,379,5090
186,178,3898
153,20,29885
291,357,2888
235,114,29032
404,38,14799
333,155,21609
156,85,11371
465,277,9232
401,31,14983
479,357,12254
199,380,18863
375,66,7175
258,16,26028
152,399,3770
330,129,1034
118,251,30261
167,449,1736
65,283,28627
228,426,16487
217,140,30603
166,163,28574
84,75,1189
303,419,29510
67,283,25483
164,158,26477
406,387,17917
296,243,658
90,72,31255
144,113,30312
55,492,19942
200,399,22978
430,449,10366
132,422,18800
270,47,8915
351,421,3122
433,275,14787
79,206,10771
22,430,24590
140,276,8643
321,70,4656
231,216,18121
484,441,26464
292,12,27056
427,390,16923
473,208,18285
2,235,2049
155,9,28595
263,7,31734
129,131,14066
113,102,14460
4,136,22738
248,339,11640
94,240,12321
175,276,7118
492,294,7928
386,106,9047
386,119,10713
134,390,4676
217,437,22563
332,267,26858
227,359,12255
186,289,26630
252,376,13104
498,150,32296
375,175,4104
292,149,5198
323,86,8948
209,351,25300
296,143,5144
272,409,28472
428,392,16825
173,216,26737
191,375,28128
54,361,6856
410,232,19707
191,213,30060
304,489,12690
448,424,27452
487,281,13662
55,372,9604
8,418,31335
91,34,23187
31,211,32499
277,479,29564
394,352,5491
84,431,21341
215,420,28076
472,227,22531
38,27,20167
332,412,24261
476,359,14876
386,102,2531
279,308,15560
218,106,475
417,492,19058
181,228,19304
116,78,9678
469,101,22054
170,88,11191
462,302,28947
29,303,23552
281,400,10601
179,59,18247
445,147,3455
151,385,11118
466,198,12468
137,464,4237
432,466,28306
380,71,13935
27,191,6830
367,84,9986
192,340,22504
376,134,23613
224,144,3361
84,238,10343
200,394,9852
182,300,1486
23,179,22981
276,465,12097
287,423,18840
449,246,29940
244,46,30289
64,279,14741
65,16,15614
202,320,29111
2,334,959
318,249,29669
389,491,28759
465,345,29170
52,31,28895
248,139,9322
406,160,18395
266,424,5932
477,107,1054
99,285,12946
442,185,8769
415,247,7864
456,308,22679
48,102,1724
491,241,4073
415,14,8207
